REF_DATE,GEO,DGUID,School type,Program type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,Year
2006/2007,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1064667.0,,,,0,2007
2007/2008,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1044321.0,,,,0,2008
2008/2009,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1023645.0,,,,0,2009
2009/2010,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1006785.0,,,,0,2010
2010/2011,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,996519.0,,,,0,2011
2011/2012,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,991470.0,,,,0,2012
2012/2013,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,989886.0,,,,0,2013
2013/2014,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,994455.0,,,,0,2014
2014/2015,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1003119.0,,,,0,2015
2015/2016,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1015254.0,,,,0,2016
2016/2017,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1033164.0,,,,0,2017
2017/2018,Quebec,2016A000224,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753201,6.1.2,1052802.0,,,,0,2018
2002/2003,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,23241.0,,,,0,2003
2003/2004,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,22905.0,,,,0,2004
2004/2005,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,22395.0,,,,0,2005
2005/2006,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21948.0,,,,0,2006
2006/2007,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21411.0,,,,0,2007
2007/2008,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21063.0,,,,0,2008
2008/2009,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20595.0,,,,0,2009
2009/2010,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20202.0,,,,0,2010
2010/2011,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21432.0,,,,0,2011
2011/2012,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21120.0,,,,0,2012
2012/2013,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20700.0,,,,0,2013
2013/2014,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20427.0,,,,0,2014
2014/2015,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20256.0,,,,0,2015
2015/2016,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20073.0,,,,0,2016
2016/2017,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20475.0,,,,0,2017
2017/2018,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20691.0,,,,0,2018
2002/2003,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9747.0,,,,0,2003
2003/2004,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9717.0,,,,0,2004
2004/2005,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9606.0,,,,0,2005
2005/2006,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9573.0,,,,0,2006
2006/2007,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9399.0,,,,0,2007
2007/2008,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9129.0,,,,0,2008
2008/2009,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8826.0,,,,0,2009
2009/2010,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8634.0,,,,0,2010
2010/2011,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8634.0,,,,0,2011
2011/2012,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8577.0,,,,0,2012
2012/2013,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8400.0,,,,0,2013
2013/2014,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8205.0,,,,0,2014
2014/2015,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8382.0,,,,0,2015
2015/2016,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8367.0,,,,0,2016
2016/2017,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8421.0,,,,0,2017
2017/2018,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8799.0,,,,0,2018
2002/2003,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,8901.0,,,,0,2003
2003/2004,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9120.0,,,,0,2004
2004/2005,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9354.0,,,,0,2005
2005/2006,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9129.0,,,,0,2006
2006/2007,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9066.0,,,,0,2007
2007/2008,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9021.0,,,,0,2008
2008/2009,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9276.0,,,,0,2009
2009/2010,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9039.0,,,,0,2010
2010/2011,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,8871.0,,,,0,2011
2011/2012,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,8907.0,,,,0,2012
2012/2013,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9087.0,,,,0,2013
2013/2014,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9729.0,,,,0,2014
2014/2015,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9888.0,,,,0,2015
2015/2016,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,10026.0,,,,0,2016
2016/2017,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,10041.0,,,,0,2017
2017/2018,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,10107.0,,,,0,2018
2002/2003,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,120600.0,,,,0,2003
2003/2004,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,118869.0,,,,0,2004
2004/2005,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,117144.0,,,,0,2005
2005/2006,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,114819.0,,,,0,2006
2006/2007,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,112524.0,,,,0,2007
2007/2008,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,111633.0,,,,0,2008
2008/2009,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,109719.0,,,,0,2009
2009/2010,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,107718.0,,,,0,2010
2010/2011,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,105726.0,,,,0,2011
2011/2012,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,104007.0,,,,0,2012
2012/2013,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,102459.0,,,,0,2013
2013/2014,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,101364.0,,,,0,2014
2014/2015,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,100362.0,,,,0,2015
2015/2016,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,99729.0,,,,0,2016
2016/2017,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,99738.0,,,,0,2017
2017/2018,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,99774.0,,,,0,2018
2002/2003,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5610.0,,,,0,2003
2003/2004,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5520.0,,,,0,2004
2004/2005,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5460.0,,,,0,2005
2005/2006,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5337.0,,,,0,2006
2006/2007,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5226.0,,,,0,2007
2007/2008,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5226.0,,,,0,2008
2008/2009,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5004.0,,,,0,2009
2009/2010,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5010.0,,,,0,2010
2010/2011,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5148.0,,,,0,2011
2011/2012,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5133.0,,,,0,2012
2012/2013,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5151.0,,,,0,2013
2013/2014,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5295.0,,,,0,2014
2014/2015,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5331.0,,,,0,2015
2015/2016,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5334.0,,,,0,2016
2016/2017,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5496.0,,,,0,2017
2017/2018,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5559.0,,,,0,2018
2002/2003,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,595206.0,,,,0,2003
2003/2004,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,588009.0,,,,0,2004
2004/2005,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,581319.0,,,,0,2005
2005/2006,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,575082.0,,,,0,2006
2006/2007,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,631071.0,,,,0,2007
2007/2008,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,625038.0,,,,0,2008
2008/2009,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,619332.0,,,,0,2009
2009/2010,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,614715.0,,,,0,2010
2010/2011,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,638232.0,,,,0,2011
2011/2012,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,630825.0,,,,0,2012
2012/2013,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,627993.0,,,,0,2013
2013/2014,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,624927.0,,,,0,2014
2014/2015,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,625962.0,,,,0,2015
2015/2016,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,629160.0,,,,0,2016
2016/2017,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,635706.0,,,,0,2017
2017/2018,British Columbia,2016A000259,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753251,11.1.2,642990.0,,,,0,2018
2002/2003,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,150309.0,,,,0,2003
2003/2004,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,148206.0,,,,0,2004
2004/2005,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,145044.0,,,,0,2005
2005/2006,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,141966.0,,,,0,2006
2006/2007,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,142359.0,,,,0,2007
2007/2008,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,139089.0,,,,0,2008
2008/2009,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,136842.0,,,,0,2009
2009/2010,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,134232.0,,,,0,2010
2010/2011,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,132423.0,,,,0,2011
2011/2012,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,129774.0,,,,0,2012
2012/2013,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,126981.0,,,,0,2013
2013/2014,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,125463.0,,,,0,2014
2014/2015,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,123999.0,,,,0,2015
2015/2016,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,122799.0,,,,0,2016
2016/2017,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,123120.0,,,,0,2017
2017/2018,Nova Scotia,2016A000212,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753185,4.1.2,123990.0,,,,0,2018
2002/2003,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,23241.0,,,,0,2003
2003/2004,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,22905.0,,,,0,2004
2004/2005,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,22395.0,,,,0,2005
2005/2006,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21948.0,,,,0,2006
2006/2007,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21411.0,,,,0,2007
2007/2008,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21063.0,,,,0,2008
2008/2009,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20595.0,,,,0,2009
2009/2010,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20202.0,,,,0,2010
2010/2011,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21432.0,,,,0,2011
2011/2012,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,21120.0,,,,0,2012
2012/2013,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20700.0,,,,0,2013
2013/2014,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20427.0,,,,0,2014
2014/2015,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20256.0,,,,0,2015
2015/2016,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20073.0,,,,0,2016
2016/2017,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20475.0,,,,0,2017
2017/2018,Prince Edward Island,2016A000211,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753177,3.1.2,20691.0,,,,0,2018
2002/2003,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9747.0,,,,0,2003
2003/2004,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9717.0,,,,0,2004
2004/2005,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9606.0,,,,0,2005
2005/2006,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9573.0,,,,0,2006
2006/2007,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9399.0,,,,0,2007
2007/2008,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,9129.0,,,,0,2008
2008/2009,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8826.0,,,,0,2009
2009/2010,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8634.0,,,,0,2010
2010/2011,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8634.0,,,,0,2011
2011/2012,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8577.0,,,,0,2012
2012/2013,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8400.0,,,,0,2013
2013/2014,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8205.0,,,,0,2014
2014/2015,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8382.0,,,,0,2015
2015/2016,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8367.0,,,,0,2016
2016/2017,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8421.0,,,,0,2017
2017/2018,Northwest Territories,2016A000261,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753267,13.1.2,8799.0,,,,0,2018
2002/2003,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,8901.0,,,,0,2003
2003/2004,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9120.0,,,,0,2004
2004/2005,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9354.0,,,,0,2005
2005/2006,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9129.0,,,,0,2006
2006/2007,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9066.0,,,,0,2007
2007/2008,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9021.0,,,,0,2008
2008/2009,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9276.0,,,,0,2009
2009/2010,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9039.0,,,,0,2010
2010/2011,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,8871.0,,,,0,2011
2011/2012,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,8907.0,,,,0,2012
2012/2013,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9087.0,,,,0,2013
2013/2014,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9729.0,,,,0,2014
2014/2015,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,9888.0,,,,0,2015
2015/2016,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,10026.0,,,,0,2016
2016/2017,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,10041.0,,,,0,2017
2017/2018,Nunavut,2016A000262,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753273,14.1.2,10107.0,,,,0,2018
2002/2003,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,120600.0,,,,0,2003
2003/2004,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,118869.0,,,,0,2004
2004/2005,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,117144.0,,,,0,2005
2005/2006,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,114819.0,,,,0,2006
2006/2007,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,112524.0,,,,0,2007
2007/2008,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,111633.0,,,,0,2008
2008/2009,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,109719.0,,,,0,2009
2009/2010,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,107718.0,,,,0,2010
2010/2011,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,105726.0,,,,0,2011
2011/2012,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,104007.0,,,,0,2012
2012/2013,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,102459.0,,,,0,2013
2013/2014,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,101364.0,,,,0,2014
2014/2015,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,100362.0,,,,0,2015
2015/2016,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,99729.0,,,,0,2016
2016/2017,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,99738.0,,,,0,2017
2017/2018,New Brunswick,2016A000213,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753193,5.1.2,99774.0,,,,0,2018
2002/2003,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5610.0,,,,0,2003
2003/2004,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5520.0,,,,0,2004
2004/2005,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5460.0,,,,0,2005
2005/2006,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5337.0,,,,0,2006
2006/2007,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5226.0,,,,0,2007
2007/2008,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5226.0,,,,0,2008
2008/2009,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5004.0,,,,0,2009
2009/2010,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5010.0,,,,0,2010
2010/2011,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5148.0,,,,0,2011
2011/2012,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5133.0,,,,0,2012
2012/2013,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5151.0,,,,0,2013
2013/2014,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5295.0,,,,0,2014
2014/2015,Yukon,2016A000260,"Total, school type",Regular programs for youth,Number,223,units,0,v1001753261,12.1.2,5331.0,,,,0,2015
