_id,company/_id,company/about,company/backgroundImage,company/companyLocation,company/companyName,company/createdAt,company/culture,company/email,company/galleryImages/0,company/galleryImages/1,company/galleryImages/2,company/isPublished,company/kindOfEmployeeLookFor,company/logoURL,company/mission,company/paymentType,company/phone,company/sizeCompany,company/specialities,company/testimonials/0/content,company/testimonials/0/person,company/testimonials/0/position,company/testimonials/1/content,company/testimonials/1/person,company/testimonials/1/position,company/updatedAt,company/weOfferChallenges,company/weOfferKindOfChallenges,company/weOfferKindOfTrainings,company/weOfferTrainings,company/webSite,createdAt,email,jobs,numberOfJobs,updatedAt,company/testimonials/0,company/galleryImages/3,company/galleryImages/4,company/galleryImages/5,company/testimonials/2/content,company/testimonials/2/person,company/testimonials/2/position,company/youTubeLink,company/galleryImages/6,company/galleryImages/7,company/jobDisclaimer,company/paymentTypeOrdered,company/testimonials/1,company/testimonials/3/content,company/testimonials/4,company/galleryImages/8,company/galleryImages/9,company/galleryImages/10,company/galleryImages/11,company/testimonials/2,company/testimonials/3
5996a4b9a927a2237eb22bd4,5996a4eca927a2237eb22bdc,"QinetiQ is a company of scientists and engineers committed to listening, understanding and responding to our customers' needs. This enables us to use our depth of experience and our unique science and engineering expertise to equip them with powerful solutions to their most pressing challenges.

As the space industry continues to grow rapidly there are huge opportunities for our customers, particularly for critical infrastructure and national security. We are one of Europe's leading space system integrators, demonstrating applications that have never been implemented before. We build, launch and operate complex space infrastructure and our technical expertise and unique technologies enable us to deliver flexible and customised solutions, ensuring our customers' future advantage.

6,000+ knowledgeable workers - Our scientists, engineers, technicians & business people come from a remarkable range of disciplines. We are an independent provider of impartial technology-based advice, test and evaluation with global revenues, in the year to 31 March 2017, of £783.1m. With major facilities at Farnborough, Boscombe Down, Malvern, Portsdown and Haslar, we are one of the UK’s largest research and technology organisations. As a key supplier to the Ministry of Defence, we’re working on over 1,000 defence contracts at any one time. We hold more than 1,500 granted patents and have 1,000 patents pending.",https://spaceindividuals.com/var/www/images/3a33c1217d19759dd8a5da35ddc80682.jpg,"Kruibeke, Belgium",QinetiQ Space,2017-09-14T11:52:51.608Z,"As a graduate you will be enrolled into QinetiQ’s two year Graduate Development Programme. This has been designed to give you maximum exposure to the company as well as all the necessary training for your selected role.

You will be assigned to a Skill Group based on your expertise and experience. The wide diversity of roles within the Skill Groups ensures that a host of disciplines will be able to find a place within the group. Once situated, you will be given access to world class technology, unique facilities and a strong support network to help develop your career path. You will find more information on our website.",,https://spaceindividuals.com/var/www/images/720f54704653593b596ace8a8cc4da99.jpg,https://spaceindividuals.com/var/www/images/df946638fa49faf2c0ef873ae0f4a01b.jpg,https://spaceindividuals.com/var/www/images/33aae99a52718ff0a983d29c5cc07b55.jpg,true,,https://spaceindividuals.com/var/www/images/994ed4b7f90aae70063b2b82100e49f2.png,,free,,1000+employees,"System Integrator:
Our satellite systems gather intelligence from around the world, including very high resolution (VHR), hyperspectral and multispectral images.

Innovative products:
We are experts in docking or berthing space vehicles and modules, and in high powered and low cost electric propulsion systems.

Enhancing security:
We identify threats and help secure systems reliant on space for civil, military and national security customers.

Customised applications:
Custom solution avionics for space missions and microgravity research.",,,,,,,,,"Our military, commercial and government customers face challenges that define the modern world. As a company of scientists and engineers, we are committed to anticipating, understanding and responding to those challenges. We draw on our depth of experience, unique expertise and the ingenuity of our people to develop powerful solutions.

Working at QinetiQ is more than just a job - many of the projects you will work on are of national importance. Everything we do is focused on defending sovereign capability, protecting lives and securing the vital interests of our customers.

We encourage our people to think and do things differently. Our matrix structure enables employees to work across different areas of the business, learning from some of the finest technical and scientific minds in the world.

The QinetiQ Academy provides opportunities for our people to develop further. Employees from all disciplines are encouraged to complete professional development training through three faculties: People, Business and Engineering, Science and Technical.

We offer flexible working hours to promote a positive work-life balance and offer a wide range of rewards and benefits. We encourage teams to get involved in our volunteer programmes that help the local communities.",,,https://www.qinetiq.com,2017-09-14T11:52:51.608Z,kathleen.deer@qinetiq.be,,0,2018-06-12T08:35:52.254Z,,https://spaceindividuals.com/var/www/images/681f5696bcefce01be4343c1f824899b.jpg,https://spaceindividuals.com/var/www/images/6cd7e1191a824171ebdb2fb21c19b45f.jpg,https://spaceindividuals.com/var/www/images/5e0f911971745c0597a05c8dad26762e.jpg,,,,,https://spaceindividuals.com/var/www/images/20221bc563138a1a90d748a629b271de.jpg,https://spaceindividuals.com/var/www/images/5656cf9bffb2bf0291aff20e756054e8.jpg,,,,,,,,,,,
59a03d34a927a2237eb23ae1,59a03d49a927a2237eb23ae2,We’re the DLR Space Applications Institute mbH – the DLR GfR for short. <br />,/profile-pic/1610979249861.jpg,"Oberpfaffenhofen, 82234 Weßling, Germany",DLR GfR mbH,2018-03-03T14:00:04.000Z,"Your professional development starts on your first day with us: We will welcome you with a tour of the various divisions of our company and provide you with a sponsor to accompany you through your daily work.
Project work with experienced colleagues will allow you to build new knowledge while at the same time benefiting from our internal specialist training program.

If you would like to take on greater responsibility within your team, we 
will intensively prepare you for this challenge, for example in our modular 
management training courses or by offering targeted coaching, helping you grow into your new responsibilities step by step.

Numerous training opportunities are available to our employees: the over 500 training courses within DLR range from project management through acquisition training to negotiation skills and foreign languages.
In addition, external training options will allow you to look beyond the horizons of our company

Additionally, a secondment to our partner company Spaceopal GmbH (headquartered in Munich) offers you the opportunity to develop your skills with our partner and take on management responsibilities there.

",recruiting@dlr-gfr.de,https://spaceindividuals.com/var/www/images/f8a27a06b391c3c43af6c2745966eb57.jpg,/profile-pic/1610979880156.jpg,/profile-pic/1610979922645.jpg,true,,/profile-pic/1610979175452.png,,enterprise,,100-250 employees,"From our control center in Operpfaffenhofen near Munich, we monitor the operation of Galileo – the European global satellite navigation, timing, and positioning system.<br /><br />Galileo is the only satellite navigation system of its kind under civil control – and it’s the most precise, too. On behalf of the European Commission,we head up all the tasks that ensure the secure and error-free <br />operation of the mission. Something over 1.4 billion smartphone users rely upon each and every day.<br />","I started working with DLR GfR mbH at the beginning of 2015, after more than 10 years of experience in spacecraft operations and a Master of Business  Administration. From the very beginning, I was impressed by the challenges of Galileo, one of Europe’s largest technology projects, and by the quality of the GfR team. I really believe this company embodies the demanding, dynamic and innovative environment I was looking for.

I work with passion and enthusiasm, and I feel my effort is acknowledged and appreciated. Here at GfR, we share the feeling that together we can achieve something special.",Alessandro Codazzi,"Dipl. Ing. in Aerospace  Engineering, Operations Department",,,,2021-01-18T14:29:32.788Z,,"Would you like to be involved in operating the Galileo satellites, or support the work at Europe‘s most modern control centre in the Infrastructure Department? Would you like to help shape the world of tomorrow through innovative products and services? Would you like to provide administrative support for the projects of DLR GfR mbH in areas such as controlling, HR, finance or procurement? We are seeking highly qualified applicants in the engineering and computer sciences, physics or other natural sciences, and technicians, as well as employees from commercial fields to provide supporting services. <br />We publish our vacancies on our website www.gfr-recruiting.de. We are also happy to receive your speculative application!",,,www.dlr-gfr.com,2018-03-03T14:00:04.000Z,gundula.lenz@dlr-gfr.com,,8,2021-01-25T13:37:20.548Z,,/profile-pic/1610980167968.png,,,,,,https://www.youtube.com/watch?v=MzElV7bObeI,,,,,,,,,,,,,
59ba6d93d0da340c31d4e923,59ba6db7d0da340c31d4e925,"The ATLAS network provides affordable cloud based solutions for space access in the rapidly growing global space market. Our network utilizes both ATLAS owned and cooperative antennas to provide our users S, X, and UHF band coverage and to command, control, receive telemetry and data from spacecraft. Built around the ATLAS Freedom software platform, our team has developed a proprietary way to cut costs, and efficiently schedule all of our customers.",https://spaceindividuals.com/var/www/images/8d11586694035ca98c72d2d6282abbcb.jpg,"Traverse City, MI, USA",Atlas Space Operations,2017-08-14T11:52:51.608Z,,info@atlasground.com,https://spaceindividuals.com/var/www/images/07a3be9b8f768288ff3cdb8437c09359.jpg,https://spaceindividuals.com/var/www/images/0155b2fc7fdd91e862f55c8b74328b7e.jpg,https://spaceindividuals.com/var/www/images/1dc3f476e3d8dcd407acdf34e74905ba.jpg,true,,https://spaceindividuals.com/var/www/images/1b039acf85f29046b1b6b5a81c290d78.png,,free,877.392.8527,1-25 employees,"With markets and business perpetually evolving, new data is being created constantly. As the world continues to be driven by greater desire for connectivity and associated data analytics, ATLAS provides a unique way to create, gather and use that information. From satellite, to antenna, to your customer – our simplified approach supplies the data you need, when you need it.",,,,,,,,,ATLAS Space Operations is seeking a software engineers who want to be on the cutting edge of the New Space industry.,,,www.atlasground.com,2017-08-14T11:52:51.608Z,info@atlasground.com,,0,2018-05-29T18:42:38.621Z,,,,,,,,,,,,,,,,,,,,,
59c8a6e51d932d194dfdf52c,59c8a6fc1d932d194dfdf52d,"ispace is a private lunar exploration company whose vision is to expand and sustain humanity’s presence in space by utilizing resources available on the Moon. ispace was a Google Lunar XPRIZE finalist and its 4kg SORATO rover won the XPRIZE mobility milestone award. In addition to rovers, ispace is developing lunar landers with two missions already scheduled for launch in 2022 and 2023.",https://spaceindividuals.com/var/www/images/18c3ad1562d6827ee33128334e9e44e5.jpg,"Luxembourg City, Luxembourg",ispace EUROPE S.A.,2018-09-07T09:46:56.827Z,,info@ispace-inc.com,,,,true,,https://www.spaceindividuals.com/var/www/images/6e655b794bd0e13ffd6466f21ee33472.png,,free,,100-250 employees,"At ispace, we work for the future of humanity. We are building a sustainable ecosystem that enables humanity to strive throughout the solar system — be it on Earth, on the Moon and beyond. Our unique approach invites the top talent from multiple expertise and encourages deep collaboration yielding disruptive innovation at the forefront of space resources exploration.",,,,,,,2020-08-06T12:28:34.573Z,,"Located in Luxembourg City, ispace EUROPE S.A. is a subsidiary of ispace, Inc., and is the company’s regional office. We are a small, agile, and highly determined team willing to go the extra distance to pave the way for a new frontier in space.  Working at ispace EUROPE S.A. will require the ability to thrive in the unknown, an eagerness to be a pioneer in a new industry, and a willingness to work in an international, intercultural, and interdisciplinary environment.  We invite motivated, talented, and hardworking individuals to join us for an exciting new challenge.",,,www.ispace-inc.com,2017-04-10T15:50:04.000Z,ispace-europe@ispace-inc.com,,0,2020-08-06T12:28:34.573Z,,,,,,,,https://www.youtube.com/watch?v=r7CW92i0z_o,,,"For more details regarding our privacy policy, please consult https://ispace-inc.com/privacy-policy/.",,,,,,,,,,
59f5c138da2f26fd7c0d20e0,59f5c145da2f26fd7c0d20e1,"Infostellar is a space communications infrastructure firm, developing the world’s only cloud-based satellite antenna sharing platform: StellarStation. By lowering costs and increasing transmission time, Infostellar empowers satellite operators to improve the quality of their service and expand potential business. Founded in 2016, Infostellar is headquartered in Tokyo, Japan.",https://spaceindividuals.com/var/www/images/9992b07f10290b25a4bfcffa79b45a89.png,"Tokyo, Japan",Infostellar,2017-10-29T11:53:28.300Z,,info@istellar.jp,,,,true,,https://spaceindividuals.com/var/www/images/233d1c1d5092b1faa22f5d7d2a65fb73.png,,free,,1-25 employees,"Founded in January 2016 in Tokyo, Infostellar’s long-term mission is to provide smart, efficient communications infrastructure for humanity’s ongoing space expansion. The first step in this journey is the creation of StellarStation, set to begin closed beta launch in October 2017. Through implementation of the StellarStation hardware unit, satellite operators can share their antennas through a cloud-based platform during otherwise idle time, allowing increased transmission at much lower cost, while also passing on revenue to antenna owners in the network.

Lowering costs and increasing access will lower barriers for new businesses entering the satellite industry, as well as solve two major problems for existing satellite operators: namely, (1) insufficient satellite access time and (2) unused antenna idle time. The process is simple: Users can share their antenna’s idling time and receive credits, then use those credits to access other antennas around the globe. Alternatively, users can exchange credits for cash.",,,,,,,,,"Infostellar is made up of committed, talented people who want to bring real change to today's space industry, and how we'll communicate in space in the future.

We’re fast-paced and flexible, integrating specialties across a variety of fields to make us smarter and more agile. Forging new ground means making new standards and tackling complex problems.

Each team member is absolutely integral to that pursuit, and we’re looking for people who can flourish in that environment.

Details are below the link.
https://www.infostellar.net/careers",,,http://infostellar.net,2017-10-29T11:53:28.300Z,kaz@istellar.jp,,0,2018-06-12T08:35:49.900Z,,,,,,,,https://www.youtube.com/watch?v=zXPxOIJSlgQ,,,,,,,,,,,,,
59f89d3ada2f26fd7c0d2891,59f89d54da2f26fd7c0d2892,"Callisto's main office is located near Toulouse, France where we have laboratories equipped with radiofrequency instruments and cryogenic test facilities. Callisto also has engineers working in Germany, Italy and UK.",https://www.spaceindividuals.com/var/www/images/6ced34c79b60ac4009c18aeab82727d2.JPG,"12 Avenue de Bordé Blanche, 31290 Villefranche-de-Lauragais, France",CALLISTO,2017-10-31T15:56:42.384Z,"Callisto is specialising in Satellite Communications with a strong reputation for innovation, quality and professionalism.  Over 75% of our workforce is graduate engineers and the company invests substantially in on-going training and development of its staff. ",admin@callisto-space.com,,,,true,,https://www.spaceindividuals.com/var/www/images/29c8247c95de8b20981c5a12117156de.jpg,,free,05 61 800 807,1-25 employees,"Callisto is an international engineering consultancy and equipment development company in the field of satellite communications. Founded in 1993 with presence in the UK, France and Germany, Callisto has undertaken a wide range of engineering consulting projects, building an enviable reputation as a highly skilled partner to satellite operators, integrators and equipment manufacturers. 

Callisto is specialising in Satellite Communications with a strong reputation for innovation, quality and professionalism.  Over 75% of our workforce is graduate engineers and the company invests substantially in on-going training and development of its staff. ",,,,,,,,,"Callisto is a small engineering company depending on team spirit, valuing and investing in our employee’s development and oriented towards a culture of quality and efficiency which is good for our clients and good for our staff. 

",,,http://www.callisto-space.com,2017-10-21T14:06:08.000Z,magali.faure@callisto-space.com,,0,2019-08-01T07:35:48.009Z,,,,,,,,,,,,,,,,,,,,,
59fb5c2bda2f26fd7c0d325e,59fb5c3fda2f26fd7c0d3261,"SkyWatch is on a mission to make satellite data accessible to the world. Every day, trillions of pixels are captured by satellites orbiting our planet. With new applications for this data being discovered every week, the demand for this imagery is increasing across many industries. However, the current process for purchasing satellite imagery is tedious and time-consuming. We experienced this problem first hand and, after weeks of trying to find the right data, we decided to come up with our own solution.

Utilizing our past experience in building NASA-award winning software (called Supernova), our team is developing SkyWatch EarthCache™. We believe that providing a singular point to discover and access the world’s remote sensing datasets will bring amazing change to geospatial analytics. This mission isn’t about us. It’s about you. We want to make it easy for you to monitor the progress of crops, predict the markets, track ship and airplanes, measure global warming, or create other game-changing applications. Our goal is to be the leading provider of data and intelligence from space.",https://spaceindividuals.com/var/www/images/e171a6f97faf14f07a30ab57f22662f3.jpg,"Waterloo, ON, Canada",SkyWatch,2017-11-02T17:55:55.980Z,You must be passionate about startups and enjoy the intricacies of making one successful. You equate our success with your own and vice versa. Growth and development are inevitable. ,dexter@skywatch.co,,,,true,,https://spaceindividuals.com/var/www/images/79b0d4a179157f3c11f3a03253269bb9.jpg,,free,,1-25 employees,"SkyWatch EarthCache provides a digital infrastructure for the distribution of Earth observation data and derived intelligence providing application developers with a single access point to the world’s best Earth observation data and advanced processing algorithms.

EarthCache is a cloud-based platform with comprehensive APIs to facilitate machine-to-machine integration, informative dashboards to monitor usage, and an easy-to-use code builder to rapidly develop associated applications. Adopting EarthCache into your development environment eliminates the need for multiple integration points, legal contracts, pricing and payment models, and costly multi-point searches. Instead, EarthCache allows the development teams to focus on the business application and in delivering actionable intelligence to the end-user.",,,,,,,,,"SkyWatch is comprised of entrepreneurs working together to change the world and we’re inviting you to join our rocketship. We offer a fun, friendly, engaging and intellectually stimulating atmosphere which accommodates a wide range of working styles and the opportunity to make a difference. Gaining a unique experience doesn’t substitute great compensation - you’ll receive both!

SkyWatch is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at SkyWatch are based on business needs, job requirements and individual qualifications, without regard to race, colour, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. SkyWatch will not tolerate discrimination or harassment based on any of these characteristics. SkyWatch encourages applicants of all ages.",,,https://www.skywatch.co/,2017-11-02T17:55:55.980Z,dexter@skywatch.co,,0,2018-06-12T08:35:47.484Z,,,,,,,,https://www.youtube.com/watch?v=WvTlHH6hZmE,,,,,,,,,,,,,
5a00d0d7da2f26fd7c0d4018,5a00d0eeda2f26fd7c0d401a,"Neptec Design Group produces electro-optical and electro-mechanical systems for mission critical space applications. We are a world class supplier of high performance intelligent LIDAR and an innovator in the world of vision systems. In our nearly thirty year history, Neptec has contributed critical systems to some of the most demanding space exploration missions and built a reputation for making things work in challenging environments. Neptec Design Group has operations in Canada, the USA and the UK and is ISO 9001 certified",https://spaceindividuals.com/var/www/images/67f86cfb863b881250c968191aa0aed3.jpg,"Kanata, Ottawa, ON, Canada",Neptec Design Group Ltd.,2017-11-06T21:15:03.459Z,,careers@neptec.com,https://spaceindividuals.com/var/www/images/45b36f4c18d3292a188af4305b4c9e20.jpg,https://spaceindividuals.com/var/www/images/0e4e43b9f39d6536c9367e7edf94786e.jpg,https://spaceindividuals.com/var/www/images/c6ca7b91f91b89fcc1917bc79ccb3222.jpg,true,,https://spaceindividuals.com/var/www/images/1b117ddff42aa8564bbdbcf3ee6b7628.png,,free,613-599-7602,50-100 employees,"Neptec Design Group is an aerospace company that offers a diverse range of career and learning opportunities. A pioneer in the world of vision systems, Neptec designs, develops and builds mechanical, hardware, and software for space, defence and industrial automation industries. Major customers include NASA, the European Space Agency, Orbital ATK, and the Canadian Space Agency. Projects run the gamut from developing embedded robotics-control systems for the Space Station, to integrating rover navigation sensors and software, to developing next-generation 3D LiDAR sensors for both terrestrial and space applications.",,,,,,,,,"We believe in a healthy work and life balance for our employees, so you’ll enjoy our relaxed atmosphere and flexible work hours.  It’s not unusual to find a group of co-workers participating in a lunch-time hockey game or at a social-committee sponsored pot-luck and you may even just find yourself celebrating an important project milestone at one of our company beer socials. If you would like to be part of a team where you’ll be both motivated and rewarded to do your best – contact us today! We’d love to hear from you.",,,www.neptec.com,2017-11-06T21:15:03.459Z,amatheson@neptec.com,,0,2018-06-12T08:35:39.403Z,,,,,,,,,,,,,,,,,,,,,
5a0570f8da2f26fd7c0d4f80,5a057183da2f26fd7c0d4f83,"GomSpace is a globally leading designer, integrator and manufacturer of high-end nanosatellites for customers in the academic, government and commercial markets. Our positions of strength include systems integration, nanosatellite subsystems and advanced miniaturised radio technology. Our international team is devoted to understanding our customers' requirements and deliver flawlessly. We are listed in Stockholm (GOMX), headquartered in Denmark and we service our customers in more than 50 countries. ",https://spaceindividuals.com/var/www/images/a6630b379b15f18525ca4259a89f628a.jpg,"Langagervej 6, 9220 Aalborg Øst, Denmark",GomSpace,2017-11-10T09:27:20.079Z,,info@gomspace.com,https://spaceindividuals.com/var/www/images/d052f05638e7b517c56bd679336dc999.jpg,https://spaceindividuals.com/var/www/images/74808c1813d2611650ffd96afb01de4b.jpg,https://spaceindividuals.com/var/www/images/2e77dffd463bf0c1eacab2519d7dfbab.jpg,true,,https://spaceindividuals.com/var/www/images/bbfc32f3a2781731f030981c510bd81d.jpg,,free,,100-250 employees,<ul><li>SCIENCE MISSIONS - With our flexible port-folio and agility to adapt we can meet the always special and challenging requirements from science missions.</li><li>LAUNCH SERVICES - For launch in 2018 we offer a special opportunity for rideshare to near equatorial orbit for nano- and micro-satellites.</li><li>GLOBAL TRACKING - We provide flight proven solutions to enable ship and aircraft tracking globally.</li><li>COMMUNICATIONS - We provide bespoke reliable and safe communications solutions for special requirements.</li><li>DEFENCE AND SECURITY - High performance mission tailored solutions to government customers.</li><li>REMOTE SENSING - As a systems integrator we provide low cost remote sensing solutions integrating the sensing technology required for your mission.</li></ul>,"Working as an engineer at GomSpace is exciting, challenging and fun. Creating a nanosatellitex often requires people to think outside the box and that is one of the reasons that we have fun here at GomSpace.",Lars Vestergaard,Hardware Engineer,"From day one I have felt like a part of a team where everyone has a shared vision to deliver the greatest hardware, software and service the nanosatellite industry has to offer. The environment at GomSpace is informal but professional and ambitious - so if you are looking for challenges in the space business, look no further.",Mathias Tausen,Software Engineer,2017-11-10T09:27:20.079Z,,"Why Us? <ul><li>﻿We are an agenda-setting player in the nanosatellite business and expect our employees to contribute with dedication, skills and the will to implement our mission.</li><li>We are a full-service house providing a work environment being both dynamic and varied- A Track-record of innovating new applications and in-orbit performance which is second to none. </li><li>You will become part of a leading company in the space industry</li><li>An international work environment and opportunity to work with and learn from our global locations and relations </li><li>Project management based on internationally recognised standards and team-oriented approaches</li><li>A team-oriented, dynamic work culture that is open to change</li></ul><br />OUR VALUES: GomSpace is about people. And treasuring our employees is essential to treasuring our customers. ",,,https://gomspace.com,2017-11-10T09:27:20.079Z,mbha@gomspace.com,,0,2020-12-28T19:46:27.353Z,,https://spaceindividuals.com/var/www/images/b045d604dd22ff32d41a45e120629239.jpg,https://spaceindividuals.com/var/www/images/759d33e6d22e6b5b4e5f7ac88afcc8ec.jpg,https://spaceindividuals.com/var/www/images/20e5f26830ed8350e1c0de6bc9f0406c.png,"The culture at GomSpace is a perfect mix of high professionalism combined with strong friendships. I am highly appreciative of the knowledge that I received through my stay at GomSpace, and I am looking forward to the future challenges that GomSpace can provide me with.",Thomas Storm Pedersen,Intern in Sales,https://www.youtube.com/watch?v=vmN82MbQC5Y,,,,,,,,,,,,,
5924e53de7cdb8f8678d9f94,5924e54de7cdb8f8678d9f95,"Spire is a satellite-powered data company that tackles the world’s most unpredictable business challenges with truly global data solutions. By providing unique data from any point on Earth, every hour, Spire offers a competitive advantage for organizations that require insight into areas such as global trade, weather, shipping and supply chain, illegal fishing, and maritime domain awareness.
",https://spaceindividuals.com/var/www/images/38b33c99e5fb57215f2941f91a8535f9.jpg,"San Francisco, Boulder, Glasgow, Singapore, Luxembourg",Spire,2017-11-20T14:06:08.000Z,,,https://spaceindividuals.com/var/www/images/606ca7da4cb359c8aebecd883f326183.jpg,https://spaceindividuals.com/var/www/images/7a0c511682376e3acf82e4b63beb8cfa.jpg,https://spaceindividuals.com/var/www/images/a4d809031a3f81e1818cadc051730593.jpg,true,,https://spaceindividuals.com/var/www/images/ae02d3459a710829491a5a9cb5a38931.png,,free,,100-250 employees,"Spire currently builds up to two satellites per week in its cleanroom via a tried-and-true production and testing process. Production scales up and down to meet the demands of our launch schedules.

The satellite iteration cycle at Spire is incredibly fast. Hardware improvements like updated sensors or antennas can go from design to production to launch in a matter of months. Advances in computing, radio, and sensing are continuously integrated in each generation of satellite. Spire will has launched eight generations of the Lemur-2 spacecraft.

Satellites don’t take time off so neither should a company’s satellite operations. Spire has a global operations team which not only “flies” the satellites, but also maintains a state-of-the-art proprietary mission control system.",,,,,,,,,"Self Driven & Growth Oriented
A relentless desire for self-improvement defines the people of Spire. It isn’t just limited to work - they take classes, travel the world, learn instruments and languages, start families, and run their first marathons.

Collaboration
Spire is a company with no headquarters. People collaborate across all boundaries of space and timezones. There is no ""end of the day"" at Spire because as the sun sets on one location, the baton is passed to another. Everyone relies on each other to and is responsible to one another.

High Emotional Quotient
Emotional quotient (EQ) is a measure of a person's ability to recognize their own and others emotions, communicate effectively, and adapt to changing social environments. No matter where you plug in your laptop at Spire, you'll be in range of an engaging person who doesn't avoid communication.

Making the decision to apply to Spire isn’t one you should take lightly. It’s a commitment to rewarding hard work, to taking on enormous responsibility for our customers, and to delivering higher performance than has ever been expected of you.",,,https://spire.com,2017-11-20T14:06:08.000Z,sarah.betty@spire.com,,0,2018-06-29T09:23:07.009Z,,https://spaceindividuals.com/var/www/images/e441d33108522602308a92e35348e1b5.jpg,https://spaceindividuals.com/var/www/images/227f5d0d41b77314805a05f513e3435c.jpg,https://spaceindividuals.com/var/www/images/f31ae1e17e7a97edf65111d703e51a25.jpg,,,,https://www.youtube.com/watch?v=DDtOm2RMN2Y,,,,,,,,,,,,,
5a3f8801da2f26fd7c0dcf75,5a3f8852da2f26fd7c0dcf77,"Sky and Space Global (UK) Ltd - Our mission is to provide affordable voice, data, and instant messaging services - 
To Anyone, Anywhere, Anytime.
Company Number 9887327",,"London, UK",Sky and Space Global,2018-08-29T15:49:33.818Z,"There are many carrier paths. From becoming a team leader, to taking an active role in the development of the constellation, CONOPS and IOT testing procedures and processes.  The potential of development depends on the growth and performance of the individual.",Roee@Skyandspace.global,,,,true,,https://spaceindividuals.com/var/www/images/2e9f2db54e8a68146d6f7592ff2ef33f.jfif,,free,442031502789,1-25 employees,Sky and Space Global (UK) Ltd is a British public company planning a constellation of 200 nanosatellites in equatorial Low Earth orbit for narrowband communications. Satellites will feature inter-satellite links and the capability to autonomously monitor and manage satellite health and the in-orbit communications network.,,,,,,,2018-08-29T15:49:33.818Z,,"The work environment will be a small office in the center of London, with a small and experienced team. we believe in equality of chances for all and that communication is a basic right which we aim to give to anyone, anywhere, anytime. We expect the operators to be independent, highly motivated and honest.",,,https://www.skyandspace.global/,2017-12-03T14:01:08.000Z,adudgeon@skyandspace.global,,0,2018-08-29T17:05:32.122Z,,,,,,,,,,,,,,,,,,,,,
5a3cdd7fda2f26fd7c0dcaac,5a3cdd8ada2f26fd7c0dcaad,PLD Space is the European rocket company developing a family of reusable microlaunchers to provide suborbital and orbital launch services to small satellites and payloads.,https://spaceindividuals.com/var/www/images/a219cc8f786427096edf7b8a57bcee5f.jpg,"Elche, Alicante, Spain",PLD Space,2018-02-03T14:00:04.000Z,,career@pldspace.com,,,,true,,https://spaceindividuals.com/var/www/images/310f6a73f6ddc9b339495d5552602753.png,,free,0034965063139,25-50 employees,,,,,,,,,,,,,http://www.pldspace.com,2018-02-03T14:00:04.000Z,juny.crespo@pldspace.com,,0,2018-08-15T09:05:41.845Z,,,,,,,,https://www.youtube.com/watch?v=8EC6Xsj0C6I,,,,,,,,,,,,,
5a55285bda2f26fd7c0df772,5a55286dda2f26fd7c0df773,"Loft Orbital offers an innovative space leasing service, enabling greater access to low earth orbit. We are a diverse, international and fast growing team based in San Francisco. In 2017, we raised a $3.2M from leading Silicon Valley investors and strategic partners; now we are rapidly building the team to support our vision of making space simple! ",,"San Francisco, CA, USA",Loft Orbital,2018-02-24T14:00:04.000Z,"As a start up, our employees take on a lot of responsibility and play a key role in - literally - getting us off the ground.

We value contrarian thinking, strong opinions, lofty ambitions, and a spirit of cooperation.  If this sounds like you, please get in touch!",alex@loftorbital.com,,,,true,,https://spaceindividuals.com/var/www/images/73c98dcd0c2329bda835e4e1e2386fc0.png,,free,410-382-5050,1-25 employees,"We host and operate earth observation payloads on behalf of our customers and we handle all aspects of the satellite campaign (satellite procurement, launch campaign management, licensing, satellite operations). We use standard 150kg-class satellites, built by a partner, to host multiple payloads as a rideshare. Think UberPool to space. ",,,,,,,,,"We are based in San Francisco, California, in the heart of Silicon Valley's technology ecosystem. 

We are looking for individuals who are sharp, creative, and scrappy - people who get excited about starting from a blank sheet of paper and building something big. At Loft Orbital, you will be surrounded by people from a wide range of backgrounds (only 25% of our team is native-born American), with a common goal of creating a new model for accessing space. 

Our team has had a wide range of experiences, from large aerospace companies, space agencies, start ups, and technology companies. We believe that the current space start up landscape is lacking companies that combine new technology with an achievable business strategy, and we aim to fill that gap!",,,www.loftorbital.com,2018-02-24T14:00:04.000Z,alex@loftorbital.com,,0,2018-06-12T08:34:44.311Z,,,,,,,,,,,,,,,,,,,,,
5c78e67eb599cd6a06df605e,5c78e6b1b599cd6a06df605f,We are running the Space Resources Master Program at the heart of the strategy of Luxembourg to position itself competitively in the space industry. ,,"Belval, Esch-sur-Alzette, Luxembourg",University of Luxembourg,2019-03-01T08:00:49.737Z,,Ross.horne@uni.lu,,,,true,,/profile-pic/1585921582597.png,,free,+352661923966,500-1000 employees,,,,,,,,2019-03-01T08:00:49.737Z,,,,,http://satoss.uni.lu/vacancies/,2019-03-01T07:59:58.958Z,ross.horne@uni.lu,,0,2020-04-03T13:46:25.651Z,,,,,,,,,,,,,,,,,,,,,
