VidID,User,Date,Comment
rfscVS0vtbw,@thegman323,2 months ago (edited),Thanks Mike and freecodecamp!! You guys are doing the world a blessing by providing free courses on how to code. You guys are amazing and I thank you for providing this content!  
rfscVS0vtbw,@user-bs3db9il4e,2 weeks ago,"Really great tutorialist, I ve been trying to work with gdScript and this is exactly what I needed. Thanks!  "
rfscVS0vtbw,@boninugroho5007,2 months ago,"Done in 4 days! Thanks Mike, you re doing a great job.  "
rfscVS0vtbw,@sosoma32,4 months ago,Just the right pace and every concept flows perfectly and seamlessly. Finally the perfect course. Thank you!!!  
rfscVS0vtbw,@circusinmyhead,1 month ago,This tutorial is so well done. Thank you! I was able to follow along really easily. I like the way your organized and packaged all of the content in a logical format.  
rfscVS0vtbw,@mightylerone,5 months ago,"So far 45 minutes into the tutorial and I m loving it! I feel like I am genuinly learning alot, even certain math equations I never had in school.  "
rfscVS0vtbw,@imanurag.a,1 month ago,Finally done with the full course after a long procrastination! It was actually great learning from MIKE!!!  
rfscVS0vtbw,@aboladeakanji9842,1 month ago,"Almost halfway through and I can t help but to leave a comment. I m a newbie in Python and this class has made me understand the basics. The first programming class I had was really confusing and I was almost giving up, this particular class renewed my hope. Thank you Michael, you re a wonderful teacher   "
rfscVS0vtbw,@mayurpatel9514,2 days ago,"Thank you so much. Perfect video on YouTube for Python beginners. Thanks, Mike. You are a great teacher "
rfscVS0vtbw,@user-xx1kv2ix1s,1 month ago,I landed my first job while being an undergraduate student at university due to this tutorial. This was the starting point where I learnt and understood fundamentals of Python. Thanks for the great work Mike!  
rfscVS0vtbw,@davidlouda3305,2 years ago,"I had to come here - 8 months after I watched your video. I studied economics, last year of masters. Nothing to do with coding whatsoever. Then I watched this video. Now I m 8 months to python and Django. Just got my first paid software developer job. You have completely changed the course of my life and I m thankful for that. First time in my life I like my job. I think you can live freely because you changed someone s life, it is almost like if you gave Dobby a sock. Keep it up and thank you.   2.1K "
rfscVS0vtbw,@jonparadise8437,3 months ago,This is an outstanding class for beginners. Very clear and got me up and running quickly.  
rfscVS0vtbw,@romarioashley7108,1 month ago,"On a new journey thanks to these videos, thanks a lot. Mike is an excellent teacher.  "
rfscVS0vtbw,@HHJoshHH,3 months ago (edited),"Mike, you are the best. I ve not written a single line of code my whole life but you make it so exciting I can t resist. Thank you so much! People are saying good programmer/dev jobs are hard to come by so I m thinking of going IT but wondering your opinion.  And for that matter anyone else wanna chime in feel free! Thanks to all. This has been a joy! Been afraid of computers and tech my whole life cause of my upbringing. Now it s time conquer my fears and just learn it. lol    "
rfscVS0vtbw,@clayhamilton3551,2 weeks ago,I finished! A really good introduction. I m going to watch more beginner courses to cover my bases but this was a good introduction to the basics.  
rfscVS0vtbw,@Belectraaaa,3 months ago,"It s crazy and insane that we can learn an entire programming Lang for free on youtube, amazing video and imma learn and take notes side by side, already done with Mike s SQL video, i love the way he teaches  "
rfscVS0vtbw,@stanpriebe7672,2 years ago,"Several weeks ago I commented that I was a few days away from turning 73 and I was learning Python.  I was overwhelmed at the likes and replies given my post.  Thank you all so much.  Some even replied with a  birthday wishes  Python program.  I have tried many times to like all the replies, but as I continue to click  Review replies , YouTube eventually reloads.  I apologize that I cannot like every reply.  A few asked why I was learning Python at my age.  I m still working full time, and I believe new skills are always good.  Others asked how my learning was goin.  I watch some of the video, then practice to determine how much I have learned then watch more and practice. My goal is Python certification.  Again, thank you all for your support.   27K "
rfscVS0vtbw,@kekkles4001,3 months ago,"Best course I ve found so far. I m 1.5 hours in, and it s clear, simple and straight to the point. If you re starting out - look no further and get to it.  "
rfscVS0vtbw,@user-zh6hh6xc4e,9 days ago,"Wow! I love tutorial, so helpful!!!. Was struggling with Python for a while but after seeing this video it all makes sense now. Thank you Mike!! "
rfscVS0vtbw,@voyagesdedavid,1 month ago,"Halfway through this course, and it s about the best beginner Python course I ve found.  Many thanks.  "
rfscVS0vtbw,@ahknu1671,5 months ago,"So far so good! I do my best to try to incorporate the previous lessons into the following ones (for repetition) even if its redundant. for example: in the Dictionary lesson I called a user input then used if/elif to compare the variable to the month code and printed based off that. Way more work, but good practice combining things.  "
rfscVS0vtbw,@user-vq5oo2nk2c,3 weeks ago,"Great course my friend., I ve already learned Python in the past and wanted to refresh my skills for a new job and this course sure did the trick. Thanks!  "
rfscVS0vtbw,@riptidedev3945,2 years ago,This guy is an actual legend. The first thing he taught us is how to turn on dark mode. 3.3K 
rfscVS0vtbw,@nagarrajatbharatbhushan7819,9 days ago,Amazing @mike . Programming made so simple and understandable 
rfscVS0vtbw,@user-ct7ft9ez5t,2 weeks ago,Simply amazing and super helpful with the exercises explained in between the explaination Thank you so much for the course and wish you all a nice journey  
rfscVS0vtbw,@mightGalaxyBlackhole,2 months ago,"I enjoyed this video and learnt a lot from it. Its roughly 4hr 27mins long, but it took me roughly 8 hours to complete because I practised and tried other related algorithm as the lecture progressed. You should make another class that focuses more on the use of python for database management and server manipulation.  "
rfscVS0vtbw,@thereelrantreviewer,1 month ago,"Great Video thank you for all the time, knowledge and effort along with care you put into this video!!  "
rfscVS0vtbw,@adityapatel8701,3 months ago,"Hi Mike,  thanks for the wonderful course. I would really appreciate if you could create tutorial on Apache Spark using python and SQL.  "
rfscVS0vtbw,@ScatchFoz_Fortnut,1 year ago,"What a legend, man sitting here talking for 4 hours straight and published the entire video for free 2K "
rfscVS0vtbw,@neokevin23,5 months ago (edited),This training is even much better than some other courses that we are paying. Thanks a lot for this great training video.  
rfscVS0vtbw,@mihaelaaymalieva806,5 months ago,"I loved how you used characters from the office as an example for the list. :D The way you explain this is clear and easy to understand. I studied 4 years of programming languages in uni and I could kill myself listening to the profs, but your video here was so engaging!  "
rfscVS0vtbw,@contentpassion9517,1 month ago,"Definitely, I find the python course I was looking for I thought it would be so difficult, but your explanation is amazing thanks a bunch! now, I m a future python developer thank you, sir!! "
rfscVS0vtbw,@amirhosseingholamshahi4476,2 months ago,"I really appreciate your dedication! This was a pretty useful course for me,.  "
rfscVS0vtbw,@Slorgo,2 months ago,This course was immensely helpful as a starting point. Very appreciated. 
rfscVS0vtbw,@KrypTeK702,2 years ago,"Watched this video a couple years ago in high school, now I am a computer science student in my freshman year of college and in my programming fundamentals class my professor said our homework would be hard and take us 4-8 hours to complete. Obviously we are using python for this and I must say watching this video ahead of time has put me miles ahead of my classmates and I can easily finish my homework within an hour and watching a 4 hour video has taught me more than my college has taught me in a 4 month semester. Thank you!    "
rfscVS0vtbw,@user-lv8tu8cq7k,5 days ago,"Hey Mike, this was very useful. thank you. do you have any tutorials on using phython for data processing, such as taking a big excel file with lots of data/ several sheets and generate different plots and play with the data in the excel file. thanks again "
rfscVS0vtbw,@sanketsaxena5504,1 month ago,"Undoubtedly, great content but there is more to praise - No background noise, no music, no animation, no jokes, no voice fluctuation, no mic issues, no complicated examples, and no excessive screen switching. This is by far the best tutorial video I have ever seen. With such quality content and teaching, you can learn anything. Thank you! "
rfscVS0vtbw,@duke6477,4 days ago,Just finished this tutorial! super helpful! I m just gonna leave it here to see how far I ve come in the future  
rfscVS0vtbw,@AmyGracie,1 month ago,I love this video again and again I ve gone only up to 30mins and I ve learnt so much and u teach it in such a calm and extremely FUN way I m enjoying it so far And when I finish I ll comment again    
rfscVS0vtbw,@beephulk1136,3 weeks ago,"No one has ever made me understand python the way you do, thank you  "
rfscVS0vtbw,@nehalverma8063,11 months ago,I started my professional journey 3 years back from this python series and today am a Data Science Trainer. All the credit goes to this guy for setting up the base so strong. Thankyou so much for sharing so valuable content for free. God bless you abundantly! 2.2K 
rfscVS0vtbw,@zuzuu9520,5 months ago (edited),"HI Sir, Mike  I am start learning python from your uploaded file Sir Mike. You re my first teacher for Python subject. You re a good teacher and good teaching for me. You re uploaded file are totally support for me. Thank you so much Sir Mike. I totally like your teaching and explanation.    "
rfscVS0vtbw,@evebeura2815,3 weeks ago,"thank you Mike, this was a very good tutorial to me....started python with this video, you have made my coding journey easy....Thanks  "
rfscVS0vtbw,@ignacio-5314,2 weeks ago,if your reading this its 4+ hours long but worth it I m 2h I ve learned a lot already stay strong and remember why you started <3  
rfscVS0vtbw,@dunstan4416,5 months ago (edited),Fantastic tutorial. Thinking about changing my career and this was my first step in my journey.Mike was very good and likable. Next is the Intermediate course and increasing my typing speed.  
rfscVS0vtbw,@Ishannautiyal,9 days ago,"Thank you Mike , I came across to your channel by SQL course. Hats off to your dedication. Loved your tutorial. 1000000 likes for work.  "
rfscVS0vtbw,@DvineGaming,3 years ago,4 hours of information and effort put into EDUCATING with zero ads.     
rfscVS0vtbw,@mrautomation,6 months ago,"Great job man, this video certainly can get people quickly up to speed with the Python basics. Keep up the good work! "
rfscVS0vtbw,@syednoumanmanzoor2628,5 months ago,"A fantastic, planned and organized approach to conduct course, nice effort bro!  "
rfscVS0vtbw,@ejisip2091,1 month ago,Done with my 1st Year Computer course. Now I m a second year Physics student with an upcoming Computational Physics in my Midyear. Just refreshing things up a bit. Nice content and it is very helpful. 
rfscVS0vtbw,@nihal2973,3 months ago (edited),tips for the people watching this video (i am midway through this course xd):  1) watch the video in small chunks and consistently(everyday)    
rfscVS0vtbw,@mikeb9314,1 month ago,Excellent tutorial! Learning Python now and this was a great intro. I just wish I had learned this stuff before VBA warped my brain. 
rfscVS0vtbw,@SnowStark,2 years ago (edited),"Don t mind me, I m just checking my to do list here.  ️ (0:00) Introduction  - Done ️ (1:45) Installing Python & PyCharm  - Done    "
rfscVS0vtbw,@70almaz,3 months ago,"Great job! Thank you, bro! I ve never seen such a clear explanation!  "
rfscVS0vtbw,@akshaynukala8505,1 month ago,"Wow, coding is like a whole other language for me, probably for a lot of people, but you have managed to teach it to me under 5 Hours! Keep up the good work man.  "
rfscVS0vtbw,@ivandiryana,1 month ago,"Thank you so much, finally I found a tutorial that is easy and clear to understand. "
rfscVS0vtbw,@tonyedwards8067,3 months ago,Awesome content and tuition once again Mike ... thanks and well done!  
rfscVS0vtbw,@timothybeyer7605,1 month ago,"Thank you for this video, really easy to follow and great level of explanations! "
rfscVS0vtbw,@nickgaming1683,3 years ago,He wasn’t kidding when he said he’d would hold our hands and walk us through Python...   Clear explanations and great examples. Thank you!  
rfscVS0vtbw,@sterlingjarvis,3 weeks ago,first day only made through 26 min in an hour.... really easy to follow thank you for creating this.  
rfscVS0vtbw,@rashmikiran1924,1 month ago,A perfect way to learn Python!! Thank you Mike. 
rfscVS0vtbw,@aggonzalez4103,1 month ago,"loved this video, you explained it so clearly, loving it "
rfscVS0vtbw,@wasted_aw,6 months ago (edited),Day 1: (1:03:10) Lists Day 2: (1:40:06) If Statements Day 3: (2:00:37) Building a better Calculator Day 4: (2:14:13) While Loop   
rfscVS0vtbw,@mikeskitt,4 months ago,"Great course, many thanks.  I have watched from beginning to end and everything is clear and simply presented; I feel like I have learned so much.  "
rfscVS0vtbw,@chrissmith1152,2 years ago (edited),"This dude really taught me HTML, CSS, C++, R and Python. What a legend.  "
rfscVS0vtbw,@jacobgrago2343,4 months ago,"I have tried at least 8 different courses to learn Python and out of all of them this one has been the best! Such a huge help, thank you so much for taking the time to teach us some Python!!!!  "
rfscVS0vtbw,@lucerosilverstar7076,2 weeks ago,"I finished this video in 2 days and I have to say that it gives some really good basics, I was able to understand everything pretty well (kinda proud since I m not even an english native), I would recommend this video for people that really is trying to learn Phyton from scratch.  "
rfscVS0vtbw,@kristynasodomkova7589,1 month ago,"You are awsome! You explain everything so cleanly, simply end correctly. Thank you so much! "
rfscVS0vtbw,@nghiephuynhmn1987,2 months ago,"Thanks Mike, you  re a great instructor  "
rfscVS0vtbw,@liampeffer4373,2 years ago,He explains everything so well and at a good pace. Can we just appreciate that this is free!?  
rfscVS0vtbw,@mahidharchinnu2744,3 weeks ago,You have thought me more then my paid classes in online and also in my college. Thank you bro. Love from India  
rfscVS0vtbw,@mazenalsamawi3456,4 months ago,"I put the books away and learned by watching this guy. I love the content, thank you so much for sharing, teaching  and delivering the material.  "
rfscVS0vtbw,@ion9460,2 months ago,"Thank you very much for the camp. I finished today after a 10 day period. I ll need to exercise these topics, but I feel I have the notes to be able to create some simple programs for a novice approach to Python! "
rfscVS0vtbw,@irisg632,5 months ago,"Hi! I just finished this course, and I have to say, this was the clearest explanation of python I ve ever come across! I ve been having so much fun playing around with python, and I just wanted to thank freeCodeCamp and Mike at Giraffe Academy for this video.  "
rfscVS0vtbw,@Stevestray13,3 months ago,Thanks for this content! Busy doing the Harvard cs50 course. Just finished the Python lecture and am busy with the PSETS. This has been a huge help! I made a slightly different version of your guessing game:    
rfscVS0vtbw,@user-nj3gc9jr7c,1 year ago (edited),Some Keypoints I noted down: Python:  Always typecast your input   1.6K 
rfscVS0vtbw,@patsucksatgaming1340,3 months ago,"This video was an absolute life saver and honestly, Thank you SO much Mike Dane  "
rfscVS0vtbw,@LeagueOfNumse,3 months ago,"Just finished the course, it was really great! "
rfscVS0vtbw,@moveintegrativefitness7268,4 months ago,My first exposure to python. This is a great course for beginners. Thank you so much. 
rfscVS0vtbw,@kimtim5030,5 days ago,"Hey Mike, what software do you use to teach and show your teaching background/board like that? Please advise. Thanks!  "
rfscVS0vtbw,@batuhankurt3915,2 months ago,"Let me say this, thank you for your efforts. If someone read this comment and starts from this video for coding, this is  one of the best way to start python.  "
rfscVS0vtbw,@jdwriter,2 years ago,This guy is the real deal. A “true” instructor with no hidden agenda or sales pitch. He’s actually teaching! Good job!  
rfscVS0vtbw,@NikhilTheGreatest,2 months ago,"Just completed the course. I just wanna spend a moment to tell how much I loved it. The explanations were so wonderful, and now i feel pretty confident with Python. Will be building some original projects based on what i learnt pretty soon.  "
rfscVS0vtbw,@panneerselvamkarthigayan4144,5 months ago,i m halfway through this course...and all i can say that it was very knowledgeable and better than any free course i came across in yt. 
rfscVS0vtbw,@abbycash,3 weeks ago,"you taught  me database management, I am here again to learn from you. Thank you for all you do  "
rfscVS0vtbw,@wilmer2u,5 months ago,Thanks for such a great course! I hope to use it as launchpad to progress further in Python. 
rfscVS0vtbw,@PrashkFilms,3 months ago,I am actually studying agriculture and realised it is good to have programming skills in your basket.  I am doing it a bit slow but this way it s more effective to catch lessons.. thanks to the  instructor for making it comprehensible. 
rfscVS0vtbw,@King_Kev,3 years ago,"4 and a half hours long, yet no ads, Greatest man in the world! 3.8K "
rfscVS0vtbw,@user-lc8uy9ll6h,3 months ago,Thank you so much for this!!! I m a stay at home mom currently and I m trying to learn a new career while at home for the next few years. I m only 15 mins in to this video but it is extremely easy to follow.  
rfscVS0vtbw,@marlenemeister4800,1 month ago,"This is amazing! Thank you so much, its one of the best tutorials I ve ever seen!  "
rfscVS0vtbw,@michaelayeni3234,1 month ago,Thank you for the effort time put into this course. I now have some basic knowledge of how the program works.  
rfscVS0vtbw,@unknownfactor6489,33 minutes ago,I like his lessons. He puts alot of effort to be easy to undrstand and not to forget usefull details 
rfscVS0vtbw,@jaymeslannanify,3 years ago (edited),Amazing! This guy literally took over 4 hours of his personal time to better the development community for all who want to learn. Very awesome indeed!  
rfscVS0vtbw,@williamsburg1950,2 months ago,"As a 25 year old trying to change careers (I have a bachelor in business management that I’m not even using), I have been watching this video at work along with other ones. After enough knowledge I plan on quitting my job to pursue this full time "
rfscVS0vtbw,@musicccworld,5 months ago,That python video helped my absolute beginner python skill to change a bunch. Thanks sir. You are one of my best online teachers 
rfscVS0vtbw,@Fiat_Multipla69,1 month ago,"Excellent video, very well explained. "
rfscVS0vtbw,@DarkKnightOmega,5 months ago,"I really like and appreciate the video.   I was having some error messages when working on classes towards the end, I’ll figure it out though. But this has been very useful overall. I’m trying to learn Python. It’s the first coding language I’m getting into.  "
rfscVS0vtbw,@sivasundaridurai9884,4 months ago,You are the best man. I learn everything from you cause your teachings are understandable.keep up the good work  
rfscVS0vtbw,@enterialz7191,2 years ago,"Props to you man, got me up and running. And to all the 4k people that disliked..he dedicated 4 hours of his time to share his knowledge and helped many MANY people with their dream and you dislike such a masterpiece? some people i will never understand.  "
rfscVS0vtbw,@albertrenshaw4252,5 months ago,"This is a great introduction tutorial; I just watched it all — the only thing I d add is showing how to use breakpoints in the IDE, knowing how to debug is crucial to become a good coder in any language. "
rfscVS0vtbw,@user-xo2cx1wc4u,4 weeks ago,4 hours and I understood way better than 3 months in college  
rfscVS0vtbw,@Dizzzybb,3 months ago,The perfect coarse started a couple days ago. This is great!  
rfscVS0vtbw,@christianqueency5895,5 months ago,"Thanks, you are a great teacher, the step by step methodology is quite interesting. Thank you "
rfscVS0vtbw,@bratinc,3 months ago (edited),"You are a good teacher! Some do, others teach. Those who teach, rock! Rock on!!! Thank you! "
rfscVS0vtbw,@olijon7300,2 years ago,Watched this course 6 months ago. Now I m a junior software developer at Volvo Cars. This just proves you don t need to waste money and time for school. Thank you for making this.  
rfscVS0vtbw,@sarahw2247,3 months ago,I am a new computer science student and I have a Python exam so this helped a lot. Thank you :)) 
rfscVS0vtbw,@fuzzydark1395,5 months ago,"Regarding the string modification, you can easily setup variables to show up doing:  variable = ""to"" print(f This is a test string {variable} show how it works )    "
rfscVS0vtbw,@Lovelytaykley,4 months ago,"Channels that post tutorials that are hours long are unbelievable! I just really appreciate it, thank you!! "
rfscVS0vtbw,@ezequieligomez2135,5 months ago,"Hey, thank you so much for the invaluable job you made putting this course together.  I have been looking for a Python course based in Automation using Pycharm and this was like... Bingo!    "
rfscVS0vtbw,@user-ux8hz8tm9c,7 days ago,very nice tutorial for beginners man! keep up the good work! thanks! 
rfscVS0vtbw,@kamenpetkov8179,1 year ago,"I am a 2nd-year computer science major and this course prepared me pretty well for the new material that we studied. Also, I landed an internship owing to this course. Kudos!  "
rfscVS0vtbw,@giustinosulpizio1512,6 months ago,This video taught me how to use python a few years ago. I am now looking for a Ph.D in this field and I have good chances. Thank you guys! 
rfscVS0vtbw,@raymensah1083,5 months ago,"I knew absolutely nothing about Python and after watching this tutorial Mike has made it so easy to understand , and I actually wrote a code lol .....  "
rfscVS0vtbw,@KleitomAntonioMachadodeSouza,4 months ago,The great course. Was my first python course and i loved. Congratulations. 
rfscVS0vtbw,@shubhambhowmik7295,3 months ago,"Just finished the course today. Despite it taking around 6 days, I am feeling proud. "
rfscVS0vtbw,@riddlewrong,3 months ago,"If pip is installed, but doesn t work for you in CMD ( pip  is not recognized as an internal or external command), you forgot to check the  add Python to PATH  box during the installation of python. There are two ways to fix this. The easiest way is  to uninstall python and reinstall it and check that box. The other way involves manually setting your python script folder s filepath to your PC s %PATH% in command prompt. Google for instructions if you re adventurous. P.S. - The pip module he demonstrates for you to install (python docx) doesn t work anymore. It throws a legacy error and appears to be out of date (ver. 0.8.11)    "
rfscVS0vtbw,@jonylopez215,2 years ago,"This guy just sat 4 and a half hours recording on the same day to upload a free video. Man,  just thanks! 2.9K "
rfscVS0vtbw,@DevilOnWheelsBlog,3 months ago,"Thank you so much, used it as a crash course and did wonders! "
rfscVS0vtbw,@richagautam1986,3 weeks ago,Hi I am 10 and just started and this was really fruitful and provided me with a lot of basic knowledge  
rfscVS0vtbw,@kushsirohi2262,1 month ago,"I really did finish this entire course, from start to finish. Feels great  "
rfscVS0vtbw,@edwinmbewe7321,5 months ago,"I took my first intro Python class at Stanford, and it didn t go well, so I ended up dropping it! Now I feel so much ready for Computer Science in general, and on a software track. Thanks to you bro.  "
rfscVS0vtbw,@eyesheavyy,4 months ago,"I m about to finish it, even though my native language is not english I understood very well so, thanks for that mike:)  "
rfscVS0vtbw,@Thexxidoxx,2 years ago,Im just amazed how this dude managed to explain amazingly in just 4 hours everything school taught me for 2 full years. Incredible  
rfscVS0vtbw,@talktothehat.3314,2 months ago,"Very good presentation.   I am a pro, I clicked on this video out of curiosity, very well done.   "
rfscVS0vtbw,@nicolasdegaudenzi2802,3 months ago,"Thank you very much, this tutorial was very useful < "
rfscVS0vtbw,@user-eu8qw8xp5o,1 month ago,"Awesome work Mike, Thanks. "
rfscVS0vtbw,@sandeepr68,5 months ago,"Dear Mr. Mike,  You are a blessed teacher. It was a wonderful experience to learn from you. Thanks a lot.  "
rfscVS0vtbw,@aliabdul3914,3 months ago,I love how Python is so easy compare it to other programming languages like PHP or Javascript. 
rfscVS0vtbw,@zerokita9910,1 year ago,The longest and most productive YouTube video that I ve ever watched. Can t thank you enough for this invaluable Python course for beginners. 1.3K 
rfscVS0vtbw,@kuda2788,4 months ago,"Just started coding with python.Thanks to Mike ,its easier than i thought  "
rfscVS0vtbw,@TheFrostaill,4 months ago,This is the most useful course I’ve ever seen ! Thanks 
rfscVS0vtbw,@user-xv6mi4qc7g,3 months ago,You are an amazing teacher!  Thank you for this!!!  
rfscVS0vtbw,@user-ip4ih9nb1z,3 weeks ago,Completed this in 2 days. It wasn t challenging because I already have some C++ knowledge :)  
rfscVS0vtbw,@computerwithrobert,3 months ago,"As a programming teacher, I learn a lot on how to teach programming from you  "
rfscVS0vtbw,@elijahvalongo9528,2 years ago,the amount of effort put into this FREE course deserves the attention its getting and more  
rfscVS0vtbw,@mauricegilberth6211,5 months ago,Probably the best and most concise tutorial on Python out here. 
rfscVS0vtbw,@manja319,2 months ago,"am from Ethiopia and as a beginner to learn python, it is interesting. The way how you pass the information made me to complete the whole video eagerly. Hope will follow you if you have such videos for the advanced python programming too. Many thanks. "
rfscVS0vtbw,@lefterismagkoutas4430,3 months ago,"I am an electrical and computer engineer and still found this video useful, I can t imagine how useful it would be for someone getting into programming, and I am just so glad that I see more and more people who even got to find jobs through it. Thank you for this video!  "
rfscVS0vtbw,@viktoraxa8963,5 months ago,2 hours in and its 12:09 am apparently... I guess ill have to finish it tomorrow! great video so far and I really get the concepts because of the way you explain them and the symbols we type into the script reader thing isnt just gibberish anymore :p 
rfscVS0vtbw,@stevens1041,1 month ago,"I m already doing IT for two years now but not knowing programming is hurting my career.  Plus I ve always wanted to learn, I ve just been putting it off.  Well, I drank some coffee and decided today is the day.  Glad to see many are joining here with me.  "
rfscVS0vtbw,@nigelderrick38,2 years ago,"can you imagine it has taken me four days just to complete this 4 hr video, and I did an online python exam based on what you ve taught and I scored a 73%. Can god bless you mike for teaching so well for free and may you live to teach more and more  "
rfscVS0vtbw,@homesteadstowe9046,5 months ago (edited),Thank you sir. This is a really good course that has helped me get started and you are an excellent instructor. Subscribed. 
rfscVS0vtbw,@aeasywayoflearning193,2 months ago,Please can you guys make a note for us as a pdf where there will be every project in certain video it will help us lot  Thank you very much for uploading this beautiful content especially for CS students  
rfscVS0vtbw,@codewitharbi,4 months ago,Great Tutorial I like how slow paced it is but gets to the meat of python. 
rfscVS0vtbw,@GETyourWORKdoneAGENCY,3 months ago,"Learning to code at 12 , is always fascinating , but it is INTERESTING to know how our Mobiles OS runs !  "
rfscVS0vtbw,@aishwaryalakshmy,1 month ago,"44:41 , Since when 4 became a crazy number!? By the way, Thank you so much mike.. This video is a perfect foundation for the newbies out here including me!  "
rfscVS0vtbw,@UltimateIrishRebel,1 year ago (edited),"This is honestly the beauty of the internet. I m sure people pay good money to take courses that give you the same amount of information as this video. But in this case, there s a great, clear teacher, and you can pause and rewind as much as you need and its free! I m 48 minutes in and really enjoying it.  "
rfscVS0vtbw,@arisinger4534,2 weeks ago,"Finally finished my first coding course. Really enjoyed it and really appreciated Mike s teaching style. Exited to learn more.  Did anyone else have a problem with the last section ""Interpreter""? I m on windows and using python 3.11 and my command prompt just cannot seem to follow what he is doing. Every time I type in Python3 like he did Microsoft Store opens up and prompts me to download Python 10. Not even ChatGBT could figure it out for me    "
rfscVS0vtbw,@user-6981,1 month ago,"This was very helpful, the start for downloading it was a bit complicated but I got trough it. "
rfscVS0vtbw,@vicenrile1865,3 months ago,Thank you so much for the tutorials  <3 I have zero knowledge about programming and I m so happy that I saw your videos < 
rfscVS0vtbw,@phoenix36580,3 weeks ago,"Outstanding course, right pace and easy to comprehend. Thanks Mike  "
rfscVS0vtbw,@ako964,4 months ago,"Dude you saved my life, I just finished this course and it was amazing!!!  "
rfscVS0vtbw,@specs694,2 years ago,"This 4 hour video has taught me more about coding than a total of 6 semesters of some type of coding classes, proves that youtube is all you need.  "
rfscVS0vtbw,@madsfristednavne9632,4 months ago,Lovely video - I really enjoyed it! When having watched this video and gotten familiar with the concepts what are the next step to improve Python abilities? Any advice? Thanks 
rfscVS0vtbw,@constancemati6636,2 weeks ago,"Guys something you may missing is the format command in print function Lets say you give an input --> x=input(""Give a number:"") and then you print it like this --> print(""Your Number is ""+ x) you can actually put bind f before ""  and put x inside {} like this --> print(f""Your Number is {x}"")     "
rfscVS0vtbw,@davonwilliams75,3 months ago,Great video. I enjoyed and also learnt. Thank you. 
rfscVS0vtbw,@zandydandy4642,1 month ago,I love youtube auto CC i have seen NO RETREAT and DINO TAX a few times in this video. Helps with the focus. Amazing tutorial btw thank you so much for your time mike! 
rfscVS0vtbw,@prsece3118,2 months ago,Excellent content  Thank you   
rfscVS0vtbw,@soccerfanyes,3 years ago,"This guy is a very good instructor. Easy to listen to him, does not waste time, excellent video. Thanks for placing it! Excellent.  "
rfscVS0vtbw,@simpledevops,6 months ago,I have just finished this tutorial. It helped me to review basics of Python. Thank you very much! 
